Timestep: 0-0, Program time: 0 s, Sim. time: 0 TU, Active/Total Cells: 1356/2198
Timestep: 0-1612, Program time: 2.84521 s, Sim. time: 0.806 TU, Active/Total Cells: 4009/8769
Timestep: 0-1614, Program time: 2.85924 s, Sim. time: 0.807 TU, Active/Total Cells: 4018/8797
Timestep: 0-1616, Program time: 2.87287 s, Sim. time: 0.808 TU, Active/Total Cells: 4042/8828
Timestep: 0-1618, Program time: 2.8886 s, Sim. time: 0.809 TU, Active/Total Cells: 4074/8886
Timestep: 0-1620, Program time: 2.90413 s, Sim. time: 0.81 TU, Active/Total Cells: 4076/8917
Timestep: 0-1622, Program time: 2.9217 s, Sim. time: 0.811 TU, Active/Total Cells: 4093/8945
Timestep: 0-1624, Program time: 2.9398 s, Sim. time: 0.812 TU, Active/Total Cells: 4124/8999
Timestep: 0-1626, Program time: 2.95918 s, Sim. time: 0.813 TU, Active/Total Cells: 4162/9073
Timestep: 0-1628, Program time: 2.97271 s, Sim. time: 0.814 TU, Active/Total Cells: 4181/9105
Timestep: 0-1630, Program time: 2.98531 s, Sim. time: 0.815 TU, Active/Total Cells: 4188/9132
Timestep: 0-1632, Program time: 3.00299 s, Sim. time: 0.816 TU, Active/Total Cells: 4216/9196
Timestep: 0-1634, Program time: 3.01865 s, Sim. time: 0.817 TU, Active/Total Cells: 4228/9237
Timestep: 0-1636, Program time: 3.03141 s, Sim. time: 0.818 TU, Active/Total Cells: 4235/9259
Timestep: 0-1638, Program time: 3.05004 s, Sim. time: 0.819 TU, Active/Total Cells: 4262/9311
Timestep: 0-1640, Program time: 3.06623 s, Sim. time: 0.82 TU, Active/Total Cells: 4283/9349
Timestep: 0-1642, Program time: 3.08339 s, Sim. time: 0.821 TU, Active/Total Cells: 4310/9399
Timestep: 0-1644, Program time: 3.09829 s, Sim. time: 0.822 TU, Active/Total Cells: 4307/9386
Timestep: 0-1646, Program time: 3.11716 s, Sim. time: 0.823 TU, Active/Total Cells: 4324/9443
Timestep: 0-1648, Program time: 3.13187 s, Sim. time: 0.824 TU, Active/Total Cells: 4340/9458
Timestep: 0-1650, Program time: 3.14731 s, Sim. time: 0.825 TU, Active/Total Cells: 4353/9497
Timestep: 0-1652, Program time: 3.16481 s, Sim. time: 0.826 TU, Active/Total Cells: 4364/9525
Timestep: 0-1654, Program time: 3.17991 s, Sim. time: 0.827 TU, Active/Total Cells: 4380/9555
Timestep: 0-1656, Program time: 3.19518 s, Sim. time: 0.828 TU, Active/Total Cells: 4394/9583
Timestep: 0-1658, Program time: 3.21496 s, Sim. time: 0.829 TU, Active/Total Cells: 4420/9654
Timestep: 0-1660, Program time: 3.23383 s, Sim. time: 0.83 TU, Active/Total Cells: 4455/9714
Timestep: 0-1662, Program time: 3.25222 s, Sim. time: 0.831 TU, Active/Total Cells: 4477/9759
Timestep: 0-1664, Program time: 3.2694 s, Sim. time: 0.832 TU, Active/Total Cells: 4492/9801
Timestep: 0-1666, Program time: 3.28944 s, Sim. time: 0.833 TU, Active/Total Cells: 4520/9862
Timestep: 0-1668, Program time: 3.30629 s, Sim. time: 0.834 TU, Active/Total Cells: 4533/9883
Timestep: 0-1670, Program time: 3.32494 s, Sim. time: 0.835 TU, Active/Total Cells: 4565/9929
Timestep: 0-1672, Program time: 3.3442 s, Sim. time: 0.836 TU, Active/Total Cells: 4592/9977
Timestep: 0-1674, Program time: 3.36313 s, Sim. time: 0.837 TU, Active/Total Cells: 4624/10043
Timestep: 0-1676, Program time: 3.37906 s, Sim. time: 0.838 TU, Active/Total Cells: 4645/10068
Timestep: 0-1678, Program time: 3.39917 s, Sim. time: 0.839 TU, Active/Total Cells: 4673/10134
Timestep: 0-1680, Program time: 3.41962 s, Sim. time: 0.84 TU, Active/Total Cells: 4696/10194
Timestep: 0-1682, Program time: 3.43795 s, Sim. time: 0.841 TU, Active/Total Cells: 4719/10235
Timestep: 0-1684, Program time: 3.45681 s, Sim. time: 0.842 TU, Active/Total Cells: 4727/10262
Timestep: 0-1686, Program time: 3.47821 s, Sim. time: 0.843 TU, Active/Total Cells: 4741/10312
Timestep: 0-1688, Program time: 3.49465 s, Sim. time: 0.844 TU, Active/Total Cells: 4751/10331
Timestep: 0-1690, Program time: 3.5103 s, Sim. time: 0.845 TU, Active/Total Cells: 4757/10344
Timestep: 0-1692, Program time: 3.5326 s, Sim. time: 0.846 TU, Active/Total Cells: 4775/10412
Timestep: 0-1694, Program time: 3.55092 s, Sim. time: 0.847 TU, Active/Total Cells: 4788/10419
Timestep: 0-1696, Program time: 3.5701 s, Sim. time: 0.848 TU, Active/Total Cells: 4815/10468
Timestep: 0-1698, Program time: 3.58834 s, Sim. time: 0.849 TU, Active/Total Cells: 4826/10500
Timestep: 0-1700, Program time: 3.60292 s, Sim. time: 0.85 TU, Active/Total Cells: 4834/10510
Timestep: 0-1702, Program time: 3.62513 s, Sim. time: 0.851 TU, Active/Total Cells: 4864/10579
Timestep: 0-1704, Program time: 3.64765 s, Sim. time: 0.852 TU, Active/Total Cells: 4890/10645
Timestep: 0-1706, Program time: 3.66632 s, Sim. time: 0.853 TU, Active/Total Cells: 4907/10669
Timestep: 0-1708, Program time: 3.68541 s, Sim. time: 0.854 TU, Active/Total Cells: 4925/10705
Timestep: 0-1710, Program time: 3.70508 s, Sim. time: 0.855 TU, Active/Total Cells: 4947/10749
Timestep: 0-1712, Program time: 3.72704 s, Sim. time: 0.856 TU, Active/Total Cells: 4977/10798
Timestep: 0-1714, Program time: 3.748 s, Sim. time: 0.857 TU, Active/Total Cells: 5000/10850
Timestep: 0-1716, Program time: 3.767 s, Sim. time: 0.858 TU, Active/Total Cells: 5018/10884
Timestep: 0-1718, Program time: 3.78765 s, Sim. time: 0.859 TU, Active/Total Cells: 5035/10924
Timestep: 0-1720, Program time: 3.80575 s, Sim. time: 0.86 TU, Active/Total Cells: 5052/10960
Timestep: 0-1722, Program time: 3.82532 s, Sim. time: 0.861 TU, Active/Total Cells: 5068/10995
Timestep: 0-1724, Program time: 3.84861 s, Sim. time: 0.862 TU, Active/Total Cells: 5087/11049
Timestep: 0-1726, Program time: 3.86918 s, Sim. time: 0.863 TU, Active/Total Cells: 5104/11081
Timestep: 0-1728, Program time: 3.88932 s, Sim. time: 0.864 TU, Active/Total Cells: 5116/11118
Timestep: 0-1730, Program time: 3.91013 s, Sim. time: 0.865 TU, Active/Total Cells: 5136/11145
Timestep: 0-1732, Program time: 3.92975 s, Sim. time: 0.866 TU, Active/Total Cells: 5160/11181
Timestep: 0-1734, Program time: 3.9532 s, Sim. time: 0.867 TU, Active/Total Cells: 5180/11252
Timestep: 0-1736, Program time: 3.97431 s, Sim. time: 0.868 TU, Active/Total Cells: 5200/11292
Timestep: 0-1738, Program time: 3.99705 s, Sim. time: 0.869 TU, Active/Total Cells: 5226/11343
Timestep: 0-1740, Program time: 4.02158 s, Sim. time: 0.87 TU, Active/Total Cells: 5253/11396
Timestep: 0-1742, Program time: 4.04362 s, Sim. time: 0.871 TU, Active/Total Cells: 5282/11450
Timestep: 0-1744, Program time: 4.06138 s, Sim. time: 0.872 TU, Active/Total Cells: 5293/11476
Timestep: 0-1746, Program time: 4.0836 s, Sim. time: 0.873 TU, Active/Total Cells: 5314/11514
Timestep: 0-1748, Program time: 4.10743 s, Sim. time: 0.874 TU, Active/Total Cells: 5335/11566
Timestep: 0-1750, Program time: 4.13359 s, Sim. time: 0.875 TU, Active/Total Cells: 5357/11615
Timestep: 0-1752, Program time: 4.15866 s, Sim. time: 0.876 TU, Active/Total Cells: 5385/11663
Timestep: 0-1754, Program time: 4.18345 s, Sim. time: 0.877 TU, Active/Total Cells: 5404/11694
Timestep: 0-1756, Program time: 4.20382 s, Sim. time: 0.878 TU, Active/Total Cells: 5406/11707
Timestep: 0-1758, Program time: 4.22474 s, Sim. time: 0.879 TU, Active/Total Cells: 5424/11736
Timestep: 0-1760, Program time: 4.24396 s, Sim. time: 0.88 TU, Active/Total Cells: 5445/11779
Timestep: 0-1762, Program time: 4.26791 s, Sim. time: 0.881 TU, Active/Total Cells: 5464/11818
Timestep: 0-1764, Program time: 4.29137 s, Sim. time: 0.882 TU, Active/Total Cells: 5483/11849
Timestep: 0-1766, Program time: 4.32262 s, Sim. time: 0.883 TU, Active/Total Cells: 5521/11936
Timestep: 0-1768, Program time: 4.34558 s, Sim. time: 0.884 TU, Active/Total Cells: 5538/11979
Timestep: 0-1770, Program time: 4.36704 s, Sim. time: 0.885 TU, Active/Total Cells: 5551/12004
Timestep: 0-1772, Program time: 4.39522 s, Sim. time: 0.886 TU, Active/Total Cells: 5579/12073
Timestep: 0-1774, Program time: 4.41943 s, Sim. time: 0.887 TU, Active/Total Cells: 5604/12123
Timestep: 0-1776, Program time: 4.44203 s, Sim. time: 0.888 TU, Active/Total Cells: 5614/12131
Timestep: 0-1778, Program time: 4.46816 s, Sim. time: 0.889 TU, Active/Total Cells: 5639/12184
Timestep: 0-1780, Program time: 4.49332 s, Sim. time: 0.89 TU, Active/Total Cells: 5659/12224
Timestep: 0-1782, Program time: 4.51691 s, Sim. time: 0.891 TU, Active/Total Cells: 5677/12272
Timestep: 0-1784, Program time: 4.5399 s, Sim. time: 0.892 TU, Active/Total Cells: 5699/12317
Timestep: 0-1786, Program time: 4.56508 s, Sim. time: 0.893 TU, Active/Total Cells: 5713/12364
Timestep: 0-1788, Program time: 4.58698 s, Sim. time: 0.894 TU, Active/Total Cells: 5726/12390
Timestep: 0-1790, Program time: 4.61039 s, Sim. time: 0.895 TU, Active/Total Cells: 5748/12432
Timestep: 0-1792, Program time: 4.63859 s, Sim. time: 0.896 TU, Active/Total Cells: 5780/12512
Timestep: 0-1794, Program time: 4.66228 s, Sim. time: 0.897 TU, Active/Total Cells: 5805/12548
Timestep: 0-1796, Program time: 4.68422 s, Sim. time: 0.898 TU, Active/Total Cells: 5809/12566
Timestep: 0-1798, Program time: 4.70741 s, Sim. time: 0.899 TU, Active/Total Cells: 5815/12579
Timestep: 0-1800, Program time: 4.7376 s, Sim. time: 0.9 TU, Active/Total Cells: 5837/12651
Timestep: 0-1802, Program time: 4.76169 s, Sim. time: 0.901 TU, Active/Total Cells: 5851/12671
Timestep: 0-1804, Program time: 4.79726 s, Sim. time: 0.902 TU, Active/Total Cells: 5888/12761
Timestep: 0-1806, Program time: 4.82305 s, Sim. time: 0.903 TU, Active/Total Cells: 5910/12800
Timestep: 0-1808, Program time: 4.84894 s, Sim. time: 0.904 TU, Active/Total Cells: 5936/12835
Timestep: 0-1810, Program time: 4.87397 s, Sim. time: 0.905 TU, Active/Total Cells: 5976/12897
Timestep: 0-1812, Program time: 4.89746 s, Sim. time: 0.906 TU, Active/Total Cells: 5989/12938
Timestep: 0-1814, Program time: 4.92151 s, Sim. time: 0.907 TU, Active/Total Cells: 5992/12964
Timestep: 0-1816, Program time: 4.95247 s, Sim. time: 0.908 TU, Active/Total Cells: 6018/13033
Timestep: 0-1818, Program time: 4.97756 s, Sim. time: 0.909 TU, Active/Total Cells: 6032/13072
Timestep: 0-1820, Program time: 5.00641 s, Sim. time: 0.91 TU, Active/Total Cells: 6055/13114
Timestep: 0-1822, Program time: 5.03209 s, Sim. time: 0.911 TU, Active/Total Cells: 6074/13144
Timestep: 0-1824, Program time: 5.06288 s, Sim. time: 0.912 TU, Active/Total Cells: 6107/13212
Timestep: 0-1826, Program time: 5.08625 s, Sim. time: 0.913 TU, Active/Total Cells: 6113/13229
Timestep: 0-1828, Program time: 5.11008 s, Sim. time: 0.914 TU, Active/Total Cells: 6115/13256
Timestep: 0-1830, Program time: 5.13932 s, Sim. time: 0.915 TU, Active/Total Cells: 6139/13321
Timestep: 0-1832, Program time: 5.16771 s, Sim. time: 0.916 TU, Active/Total Cells: 6157/13372
Timestep: 0-1834, Program time: 5.195 s, Sim. time: 0.917 TU, Active/Total Cells: 6181/13424
Timestep: 0-1836, Program time: 5.22844 s, Sim. time: 0.918 TU, Active/Total Cells: 6226/13496
Timestep: 0-1838, Program time: 5.25561 s, Sim. time: 0.919 TU, Active/Total Cells: 6236/13514
Timestep: 0-1840, Program time: 5.28082 s, Sim. time: 0.92 TU, Active/Total Cells: 6237/13527
Timestep: 0-1842, Program time: 5.3088 s, Sim. time: 0.921 TU, Active/Total Cells: 6262/13573
Timestep: 0-1844, Program time: 5.34031 s, Sim. time: 0.922 TU, Active/Total Cells: 6300/13657
Timestep: 0-1846, Program time: 5.36908 s, Sim. time: 0.923 TU, Active/Total Cells: 6307/13674
Timestep: 0-1848, Program time: 5.39845 s, Sim. time: 0.924 TU, Active/Total Cells: 6325/13714
Timestep: 0-1850, Program time: 5.4283 s, Sim. time: 0.925 TU, Active/Total Cells: 6349/13770
Timestep: 0-1852, Program time: 5.45928 s, Sim. time: 0.926 TU, Active/Total Cells: 6375/13844
Timestep: 0-1854, Program time: 5.48952 s, Sim. time: 0.927 TU, Active/Total Cells: 6398/13889
Timestep: 0-1856, Program time: 5.51447 s, Sim. time: 0.928 TU, Active/Total Cells: 6413/13913
Timestep: 0-1858, Program time: 5.54184 s, Sim. time: 0.929 TU, Active/Total Cells: 6427/13945
Timestep: 0-1860, Program time: 5.57338 s, Sim. time: 0.93 TU, Active/Total Cells: 6451/13994
Timestep: 0-1862, Program time: 5.60293 s, Sim. time: 0.931 TU, Active/Total Cells: 6455/14010
Timestep: 0-1864, Program time: 5.63247 s, Sim. time: 0.932 TU, Active/Total Cells: 6456/14013
Timestep: 0-1866, Program time: 5.66116 s, Sim. time: 0.933 TU, Active/Total Cells: 6484/14060
Timestep: 0-1868, Program time: 5.6928 s, Sim. time: 0.934 TU, Active/Total Cells: 6509/14129
Timestep: 0-1870, Program time: 5.72102 s, Sim. time: 0.935 TU, Active/Total Cells: 6525/14176
Timestep: 0-1872, Program time: 5.74839 s, Sim. time: 0.936 TU, Active/Total Cells: 6535/14196
Timestep: 0-1874, Program time: 5.78106 s, Sim. time: 0.937 TU, Active/Total Cells: 6558/14245
Timestep: 0-1876, Program time: 5.81614 s, Sim. time: 0.938 TU, Active/Total Cells: 6588/14294
Timestep: 0-1878, Program time: 5.84564 s, Sim. time: 0.939 TU, Active/Total Cells: 6598/14317
Timestep: 0-1880, Program time: 5.88318 s, Sim. time: 0.94 TU, Active/Total Cells: 6628/14398
Timestep: 0-1882, Program time: 5.91367 s, Sim. time: 0.941 TU, Active/Total Cells: 6643/14449
Timestep: 0-1884, Program time: 5.94284 s, Sim. time: 0.942 TU, Active/Total Cells: 6647/14464
Timestep: 0-1886, Program time: 5.97795 s, Sim. time: 0.943 TU, Active/Total Cells: 6668/14524
Timestep: 0-1888, Program time: 6.0077 s, Sim. time: 0.944 TU, Active/Total Cells: 6685/14568
Timestep: 0-1890, Program time: 6.0397 s, Sim. time: 0.945 TU, Active/Total Cells: 6717/14635
Timestep: 0-1892, Program time: 6.07155 s, Sim. time: 0.946 TU, Active/Total Cells: 6730/14686
Timestep: 0-1894, Program time: 6.10142 s, Sim. time: 0.947 TU, Active/Total Cells: 6741/14702
Timestep: 0-1896, Program time: 6.13653 s, Sim. time: 0.948 TU, Active/Total Cells: 6767/14756
Timestep: 0-1898, Program time: 6.18021 s, Sim. time: 0.949 TU, Active/Total Cells: 6796/14831
Timestep: 0-1900, Program time: 6.21371 s, Sim. time: 0.95 TU, Active/Total Cells: 6822/14862
Timestep: 0-1902, Program time: 6.25192 s, Sim. time: 0.951 TU, Active/Total Cells: 6855/14930
Timestep: 0-1904, Program time: 6.28332 s, Sim. time: 0.952 TU, Active/Total Cells: 6869/14976
Timestep: 0-1906, Program time: 6.31991 s, Sim. time: 0.953 TU, Active/Total Cells: 6879/15008
Timestep: 0-1908, Program time: 6.35049 s, Sim. time: 0.954 TU, Active/Total Cells: 6887/15024
Timestep: 0-1910, Program time: 6.39207 s, Sim. time: 0.955 TU, Active/Total Cells: 6922/15102
Timestep: 0-1912, Program time: 6.42531 s, Sim. time: 0.956 TU, Active/Total Cells: 6941/15150
Timestep: 0-1914, Program time: 6.45918 s, Sim. time: 0.957 TU, Active/Total Cells: 6952/15182
Timestep: 0-1916, Program time: 6.49148 s, Sim. time: 0.958 TU, Active/Total Cells: 6972/15230
Timestep: 0-1918, Program time: 6.52487 s, Sim. time: 0.959 TU, Active/Total Cells: 6985/15242
Timestep: 0-1920, Program time: 6.5566 s, Sim. time: 0.96 TU, Active/Total Cells: 7017/15305
Timestep: 0-1922, Program time: 6.5874 s, Sim. time: 0.961 TU, Active/Total Cells: 7037/15344
Timestep: 0-1924, Program time: 6.61831 s, Sim. time: 0.962 TU, Active/Total Cells: 7047/15349
Timestep: 0-1926, Program time: 6.66058 s, Sim. time: 0.963 TU, Active/Total Cells: 7066/15431
Timestep: 0-1928, Program time: 6.69426 s, Sim. time: 0.964 TU, Active/Total Cells: 7090/15472
Timestep: 0-1930, Program time: 6.73253 s, Sim. time: 0.965 TU, Active/Total Cells: 7118/15552
Timestep: 0-1932, Program time: 6.77681 s, Sim. time: 0.966 TU, Active/Total Cells: 7142/15607
Timestep: 0-1934, Program time: 6.81586 s, Sim. time: 0.967 TU, Active/Total Cells: 7160/15637
Timestep: 0-1936, Program time: 6.85101 s, Sim. time: 0.968 TU, Active/Total Cells: 7167/15676
Timestep: 0-1938, Program time: 6.89025 s, Sim. time: 0.969 TU, Active/Total Cells: 7207/15742
Timestep: 0-1940, Program time: 6.93042 s, Sim. time: 0.97 TU, Active/Total Cells: 7222/15771
Timestep: 0-1942, Program time: 6.96587 s, Sim. time: 0.971 TU, Active/Total Cells: 7252/15834
Timestep: 0-1944, Program time: 6.99997 s, Sim. time: 0.972 TU, Active/Total Cells: 7267/15876
Timestep: 0-1946, Program time: 7.03826 s, Sim. time: 0.973 TU, Active/Total Cells: 7290/15921
Timestep: 0-1948, Program time: 7.07329 s, Sim. time: 0.974 TU, Active/Total Cells: 7308/15968
Timestep: 0-1950, Program time: 7.11725 s, Sim. time: 0.975 TU, Active/Total Cells: 7324/16034
Timestep: 0-1952, Program time: 7.152 s, Sim. time: 0.976 TU, Active/Total Cells: 7340/16061
Timestep: 0-1954, Program time: 7.18609 s, Sim. time: 0.977 TU, Active/Total Cells: 7354/16084
Timestep: 0-1956, Program time: 7.21986 s, Sim. time: 0.978 TU, Active/Total Cells: 7373/16114
Timestep: 0-1958, Program time: 7.25892 s, Sim. time: 0.979 TU, Active/Total Cells: 7391/16158
Timestep: 0-1960, Program time: 7.29304 s, Sim. time: 0.98 TU, Active/Total Cells: 7405/16200
Timestep: 0-1962, Program time: 7.33465 s, Sim. time: 0.981 TU, Active/Total Cells: 7424/16248
Timestep: 0-1964, Program time: 7.37421 s, Sim. time: 0.982 TU, Active/Total Cells: 7438/16279
Timestep: 0-1966, Program time: 7.41415 s, Sim. time: 0.983 TU, Active/Total Cells: 7454/16326
Timestep: 0-1968, Program time: 7.45587 s, Sim. time: 0.984 TU, Active/Total Cells: 7483/16392
Timestep: 0-1970, Program time: 7.49646 s, Sim. time: 0.985 TU, Active/Total Cells: 7498/16437
Timestep: 0-1972, Program time: 7.53633 s, Sim. time: 0.986 TU, Active/Total Cells: 7499/16457
Timestep: 0-1974, Program time: 7.5788 s, Sim. time: 0.987 TU, Active/Total Cells: 7516/16497
Timestep: 0-1976, Program time: 7.61599 s, Sim. time: 0.988 TU, Active/Total Cells: 7532/16517
Timestep: 0-1978, Program time: 7.65931 s, Sim. time: 0.989 TU, Active/Total Cells: 7558/16577
Timestep: 0-1980, Program time: 7.69344 s, Sim. time: 0.99 TU, Active/Total Cells: 7562/16604
Timestep: 0-1982, Program time: 7.73859 s, Sim. time: 0.991 TU, Active/Total Cells: 7590/16671
Timestep: 0-1984, Program time: 7.77923 s, Sim. time: 0.992 TU, Active/Total Cells: 7610/16727
Timestep: 0-1986, Program time: 7.82428 s, Sim. time: 0.993 TU, Active/Total Cells: 7637/16790
Timestep: 0-1988, Program time: 7.86577 s, Sim. time: 0.994 TU, Active/Total Cells: 7655/16830
Timestep: 0-1990, Program time: 7.9148 s, Sim. time: 0.995 TU, Active/Total Cells: 7690/16914
Timestep: 0-1992, Program time: 7.95484 s, Sim. time: 0.996 TU, Active/Total Cells: 7708/16958
Timestep: 0-1994, Program time: 7.99479 s, Sim. time: 0.997 TU, Active/Total Cells: 7723/16970
Timestep: 0-1996, Program time: 8.03297 s, Sim. time: 0.998 TU, Active/Total Cells: 7745/17023
Timestep: 0-1998, Program time: 8.07829 s, Sim. time: 0.999 TU, Active/Total Cells: 7764/17057
Timestep: 0-2000, Program time: 8.11907 s, Sim. time: 1 TU, Active/Total Cells: 7791/17109
